"method","language","message_size","message_count","warmup_count","trials","launch_count","stable_affinity","representative_metric","status","exit_code","error","average_micros","mean_average_micros","p10_average_micros","p90_average_micros","min_average_micros","max_average_micros","launch_stddev_average_micros","total_micros","min_micros","max_micros","stddev_micros","message_rate","child_ready","output"
"rpc","rust","64","1000","100","3","5","True","median_average_micros","completed","0",,"17.364433333333331","17.539646666666663","16.553879999999996","18.593393333333335","16.213666666666665","18.8551","0.91461002463102214","52093.3","14.64","47.56","3.3947438332418156","57588.979772830673","True","rpc-s64-native.json"
"alpc","rust","64","1000","100","3","5","True","median_average_micros","completed","0",,"9.0102666666666682","9.3588066666666645","8.648653333333332","10.446446666666665","8.6287333333333329","11.27923333333333","0.98299468618434793","27030.800000000003","7.839999999999999","25.99","1.5631538148528079","110984.50656288381","True","alpc-s64-native.json"
"py-multiprocessing-pipe","python","64","1000","100","3","5","True","median_average_micros","completed","0",,"14.412666666666668","14.837280000000002","13.82702","16.351993333333336","13.808366666666666","17.539233333333335","1.3838510752566155","43238","12.55","29.24","2.0204688124844248","69383.412738794577","True","py-multiprocessing-pipe-s64-python.json"
"py-multiprocessing-queue","python","64","1000","100","3","5","True","median_average_micros","completed","0",,"37.011733333333339","38.028633333333332","35.48644","41.22476","35.025333333333336","42.2678","2.6119308541128463","111035.2","31.119999999999997","126.33","10.390127637757338","27018.459011196446","True","py-multiprocessing-queue-s64-python.json"
"py-socket-tcp-loopback","python","64","1000","100","3","5","True","median_average_micros","completed","0",,"19.974366666666665","20.053966666666664","19.665293333333334","20.483566666666668","19.5502","20.603166666666667","0.36633539156231","59923.1","18.03","47.37","2.5062533249631587","50064.165572208381","True","py-socket-tcp-loopback-s64-python.json"
"py-shared-memory-events","python","64","1000","100","3","5","True","median_average_micros","completed","0",,"43.714166666666664","43.166826666666665","41.18960666666667","44.693753333333333","40.286233333333335","44.890633333333334","1.6415143312604157","131142.5","39.38","86.83","4.5498854357982346","22875.879291610272","True","py-shared-memory-events-s64-python.json"
"py-shared-memory-queue","python","64","1000","100","3","5","True","median_average_micros","completed","0",,"35.872266666666668","35.657493333333335","35.00022","36.15064","34.6473","36.2766","0.55835644903392867","107616.8","32.089999999999996","72.59","4.6843605871025771","27876.688398093978","True","py-shared-memory-queue-s64-python.json"
"copy-roundtrip","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"0.0541666666666667","0.058260000000000055","0.053473333333333366","0.065926666666666758","0.053100000000000029","0.06963333333333345","0.0062455815492946116","162.50000000000011","0.05","0.069999999999999993","0.0049972214501883159","18461538.461538449","False","copy-roundtrip-s1024-native.json"
"anon-pipe","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"16.351166666666664","17.339660000000002","15.78466","19.56498","15.423233333333334","20.6307","1.8384473300889292","49053.499999999993","12.5","316.7","18.314707378861765","61157.715555464958","False","anon-pipe-s1024-native.json"
"named-pipe-byte-sync","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"11.711833333333336","11.868033333333335","11.21300666666667","12.703700000000005","10.96596666666667","13.360900000000004","0.79627066978230221","35135.500000000007","9.22","105.09","7.4298211920311754","85383.72870743263","True","named-pipe-byte-sync-s1024-native.json"
"named-pipe-message-sync","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"11.556","12.0637","11.147573333333334","13.472686666666666","10.936333333333334","14.639966666666664","1.3146789548107247","34668","9.06","82.14","7.0544753557975923","86535.133264105229","True","named-pipe-message-sync-s1024-native.json"
"named-pipe-overlapped","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"12.286533333333333","12.220113333333334","11.609439999999998","12.81862","11.423866666666664","13.088366666666666","0.55503304630345163","36859.599999999991","10.14","94.74","5.4963611582775576","81389.92284235316","True","named-pipe-overlapped-s1024-native.json"
"tcp-loopback","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"27.825799999999987","29.573813333333334","23.988719999999997","37.540693333333337","23.751399999999993","43.809133333333342","7.3349229525787605","83477.399999999965","17.880000000000003","622.59","51.666956143479375","35937.870609290672","True","tcp-loopback-s1024-native.json"
"shm-events","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"8.8721333333333341","9.3810666666666656","8.4539399999999976","10.552606666666666","8.2736999999999981","10.692633333333331","0.9551236462131778","26616.4","6.9","67.42","4.1116334114315194","112712.4629927413","True","shm-events-s1024-native.json"
"shm-semaphores","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"8.5758666666666681","8.9765933333333319","7.9941999999999993","10.160413333333334","7.930533333333333","10.228333333333335","0.97763493809181046","25727.6","6.7799999999999994","38.989999999999995","2.3907559157908382","116606.29052068594","True","shm-semaphores-s1024-native.json"
"shm-mailbox-spin","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"0.24850000000000017","0.2487400000000001","0.23618000000000006","0.2617000000000001","0.23176666666666673","0.26723333333333349","0.011723090225893722","745.50000000000045","0.2","4.05","0.22173506714094576","4024144.8692152891","True","shm-mailbox-spin-s1024-native.json"
"shm-mailbox-hybrid","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"0.34403333333333347","0.34563333333333335","0.3202733333333333","0.37185333333333348","0.31889999999999996","0.37346666666666689","0.022809013812769598","1032.1000000000004","0.29000000000000004","2.42","0.16403390909605631","2906695.0876853005","True","shm-mailbox-hybrid-s1024-native.json"
"shm-ring-spin","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"0.28949999999999987","0.29283333333333328","0.28337999999999991","0.30454","0.28096666666666659","0.30929999999999985","0.0097771388680147325","868.49999999999955","0.23","4.43","0.25088889971459472","3454231.4335060464","True","shm-ring-spin-s1024-native.json"
"shm-ring-hybrid","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"0.41920000000000029","0.39838000000000018","0.3581733333333334","0.42907333333333347","0.35646666666666676","0.43436666666666696","0.032924841010330767","1257.6000000000008","0.35","2.18","0.13477208744972205","2385496.1832061051","True","shm-ring-hybrid-s1024-native.json"
"shm-raw-sync-event","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"9.8229","9.81514","9.5859999999999985","10.0197","9.4988","10.0241","0.19629284857070067","29468.700000000004","7.0400000000000009","94.42","5.9742542987946754","101802.92988832218","True","shm-raw-sync-event-s1024-native.json"
"shm-raw-sync-busy","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"0.24756666666666677","0.2441600000000001","0.23703333333333343","0.24836666666666679","0.23196666666666671","0.2485666666666668","0.0062480005690709944","742.70000000000027","0.20999999999999996","0.63","0.02538527569718755","4039316.009155781","True","shm-raw-sync-busy-s1024-native.json"
"iceoryx2-publish-subscribe-loan","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"2.6112666666666664","2.5032866666666669","2.2178199999999997","2.742573333333334","2.2004333333333324","2.7912000000000008","0.23716094357114487","7833.7999999999993","2.37","6.75","0.2998679913265539","382955.909009676","True","iceoryx2-publish-subscribe-loan-s1024-native.json"
"iceoryx2-request-response-loan","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"2.4715333333333329","2.4613","2.4071333333333329","2.50566","2.3794666666666657","2.5145666666666671","0.046390080357287471","7414.5999999999985","2.28","8.43","0.43045988843974253","404607.12648018781","True","iceoryx2-request-response-loan-s1024-native.json"
"af-unix","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"21.382166666666674","21.229806666666668","20.788073333333337","21.588613333333328","20.664700000000003","21.684999999999995","0.36374011320660443","64146.500000000022","9.52","1472.52","95.918668910900166","46767.945250325407","True","af-unix-s1024-native.json"
"udp-loopback","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"34.543099999999995","34.669759999999989","26.297373333333329","42.371506666666669","22.951199999999996","42.781800000000011","7.2746832894299356","103629.3","16.32","1656.02","113.156746895873","28949.341547226511","True","udp-loopback-s1024-native.json"
"mailslot","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"13.483200000000002","44.785206666666667","11.293913333333336","108.47682666666667","10.530100000000004","167.43793333333332","61.409640785688431","40449.600000000006","7.94","502.65","34.65021399299","74166.370001186646","True","mailslot-s1024-native.json"
"rpc","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"21.113199999999992","22.949873333333333","19.17227333333333","27.589606666666668","17.884966666666664","28.652100000000004","3.8530557252595736","63339.599999999977","12.650000000000002","433.87","30.13734666288472","47363.734535740688","True","rpc-s1024-native.json"
"alpc","rust","1024","1000","100","3","5","True","median_average_micros","completed","0",,"10.232166666666666","10.944953333333332","9.5656733333333328","12.996273333333331","9.1495","14.67503333333333","1.9200620002258018","30696.5","8.129999999999999","78.18","6.6458168684435543","97731.0116788559","True","alpc-s1024-native.json"
"py-multiprocessing-pipe","python","1024","1000","100","3","5","True","median_average_micros","completed","0",,"30.64136666666667","30.316846666666663","28.1773","31.971306666666667","26.8303","32.027","1.8797822782439462","91924.1","22.45","159.3","14.086665905505582","32635.620038705842","True","py-multiprocessing-pipe-s1024-python.json"
"py-multiprocessing-queue","python","1024","1000","100","3","5","True","median_average_micros","completed","0",,"63.450599999999994","69.316346666666661","59.814073333333333","83.720253333333332","57.726833333333332","93.682533333333325","12.675336985160502","190351.8","45.44","453.97","26.282503286322552","15760.292258859648","True","py-multiprocessing-queue-s1024-python.json"
"py-socket-tcp-loopback","python","1024","1000","100","3","5","True","median_average_micros","completed","0",,"26.811833333333333","26.445866666666671","22.124460000000003","30.555393333333335","20.436966666666667","32.1273","3.8676227411105586","80435.5","18.86","744.96","44.75455853701758","37296.964648693684","True","py-socket-tcp-loopback-s1024-python.json"
"py-shared-memory-events","python","1024","1000","100","3","5","True","median_average_micros","completed","0",,"52.71123333333334","54.18854","51.161806666666664","57.870446666666666","50.702166666666663","57.996166666666667","3.0496371152719894","158133.7","41.36","480.77","36.797756922339104","18971.288220031529","True","py-shared-memory-events-s1024-python.json"
"py-shared-memory-queue","python","1024","1000","100","3","5","True","median_average_micros","completed","0",,"43.839333333333336","47.096273333333343","42.759333333333338","54.250893333333337","42.104733333333336","59.662333333333336","6.4126713670981141","131518","32.5","197.11","14.03915288026865","22810.565854103621","True","py-shared-memory-queue-s1024-python.json"
"copy-roundtrip","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"0.15020000000000003","0.15399333333333332","0.14922666666666673","0.16185999999999989","0.14906666666666674","0.16683333333333325","0.0066960153988936989","450.60000000000008","0.14","0.3","0.013749505041596529","6657789.6138482019","False","copy-roundtrip-s4096-native.json"
"anon-pipe","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"18.064266666666668","17.617786666666667","16.78316","18.19034","16.605333333333334","18.212833333333332","0.66201234919666618","54192.8","13.88","360.63","22.496002321301447","55357.907323482083","False","anon-pipe-s4096-native.json"
"named-pipe-byte-sync","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"12.317833333333333","12.284933333333331","11.602866666666667","12.98754","11.5826","13.155766666666668","0.61320709896593817","36953.499999999993","10.3","90.46","5.5566676139771234","81183.108501224531","True","named-pipe-byte-sync-s4096-native.json"
"named-pipe-message-sync","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"12.090633333333336","12.033460000000002","11.85724","12.17438","11.7956","12.209166666666668","0.14533377278221027","36271.9","10.53","91.04","5.0291531918074108","82708.653254999037","True","named-pipe-message-sync-s4096-native.json"
"named-pipe-overlapped","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"12.393966666666664","12.815486666666667","12.215206666666665","13.783013333333336","12.204966666666664","14.419200000000002","0.83242022042822794","37181.899999999994","11.14","45.08","2.7634647212431633","80684.419031840764","True","named-pipe-overlapped-s4096-native.json"
"tcp-loopback","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"21.602366666666665","21.516933333333331","20.827366666666666","22.159086666666663","20.766233333333332","22.20143333333333","0.58849820390549812","64807.1","19.22","43.72","3.3085958167912985","46291.224264008117","True","tcp-loopback-s4096-native.json"
"shm-events","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"9.4454","10.248180000000001","8.9106200000000015","12.221860000000001","8.8530333333333324","13.218366666666668","1.6252824089096367","28336.199999999997","7.7200000000000006","35.53","3.2385273669781869","105871.64122218224","True","shm-events-s4096-native.json"
"shm-semaphores","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"8.7626","9.1504133333333328","8.7498666666666676","9.88518","8.7452000000000023","10.4511","0.65943667831802544","26287.800000000003","7.5400000000000009","39.45","2.4872500021777726","114121.37949923537","True","shm-semaphores-s4096-native.json"
"shm-mailbox-spin","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"0.65856666666666641","0.66687999999999992","0.64290666666666652","0.69553333333333356","0.64106666666666645","0.6994666666666669","0.023516165598252915","1975.6999999999991","0.46","4.35","0.25220868784049066","1518449.1572607181","True","shm-mailbox-spin-s4096-native.json"
"shm-mailbox-hybrid","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"0.63036666666666674","0.63057333333333354","0.611626666666667","0.64848","0.60106666666666708","0.65446666666666642","0.0174980811646431","1891.1000000000004","0.44000000000000006","2.95","0.17314406012207156","1586378.2983448782","True","shm-mailbox-hybrid-s4096-native.json"
"shm-ring-spin","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"0.65989999999999993","0.6628666666666666","0.64899333333333331","0.6797466666666665","0.6473","0.68753333333333311","0.014248165573933366","1979.7","0.51","3.91","0.2017630375795659","1515381.1183512656","True","shm-ring-spin-s4096-native.json"
"shm-ring-hybrid","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"0.66853333333333331","0.6833933333333333","0.64202666666666663","0.7368","0.63773333333333337","0.75953333333333328","0.044035381733833562","2005.6","0.48","2.9099999999999997","0.15155041698685254","1495811.7271639411","True","shm-ring-hybrid-s4096-native.json"
"shm-raw-sync-event","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"12.914666666666667","12.50082","10.407333333333332","14.280986666666664","9.7201333333333313","14.542599999999997","1.7393962591913579","38744","8.65","356.55","30.48236821872969","77431.344208135459","True","shm-raw-sync-event-s4096-native.json"
"shm-raw-sync-busy","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"0.67313333333333325","0.6771866666666666","0.65937333333333348","0.69508666666666641","0.65100000000000025","0.69569999999999976","0.01649746916617463","2019.4","0.48","1.2799999999999998","0.076325065054381455","1485589.7791423197","True","shm-raw-sync-busy-s4096-native.json"
"iceoryx2-publish-subscribe-loan","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"2.6103000000000005","2.6253466666666667","2.5928933333333335","2.6707533333333338","2.5822666666666674","2.7031000000000009","0.041012808839299281","7830.9000000000015","2.42","13.05","0.62835090691604978","383097.72823047149","True","iceoryx2-publish-subscribe-loan-s4096-native.json"
"iceoryx2-request-response-loan","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"2.7744999999999993","2.82632","2.7454666666666667","2.9404666666666666","2.7303333333333333","2.9851333333333336","0.092439218709136531","8323.4999999999982","2.6100000000000003","8.68","0.51029019521575525","360425.30185619037","True","iceoryx2-request-response-loan-s4096-native.json"
"af-unix","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"12.085166666666666","11.723366666666667","10.855266666666667","12.460579999999998","10.851866666666668","12.664033333333331","0.73575635490138691","36255.5","9.84","99.88","5.3424382884180828","82746.066114106812","True","af-unix-s4096-native.json"
"udp-loopback","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"18.77653333333334","18.661000000000005","18.194393333333338","19.0731","18.103833333333338","19.1767","0.3911599706854807","56329.60000000002","16.57","84.5","5.642897861816115","53257.967391921811","True","udp-loopback-s4096-native.json"
"mailslot","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"9.72423333333333","13.138899999999998","9.6202266666666656","18.730773333333332","9.618","20.196466666666662","4.4212715832539491","29172.69999999999","8.55","31.880000000000003","2.0023836492762541","102835.87052278333","True","mailslot-s4096-native.json"
"rpc","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"43.60626666666667","44.41178","41.939659999999996","47.18156","41.358566666666661","47.34226666666666","2.345833607114252","130818.80000000002","32.76","759.29","48.378728144322082","22932.483710292403","True","rpc-s4096-native.json"
"alpc","rust","4096","1000","100","3","5","True","median_average_micros","completed","0",,"11.6644","11.730639999999998","10.946893333333332","12.58152","10.801666666666664","12.862799999999998","0.72848095297299609","34993.2","9.46","94","5.4677995427776978","85730.942011590829","True","alpc-s4096-native.json"
"py-multiprocessing-pipe","python","4096","1000","100","3","5","True","median_average_micros","completed","0",,"30.411966666666665","31.086906666666664","29.972086666666666","32.51628","29.732366666666667","32.664333333333332","1.1667512292020288","91235.9","25.33","217.19","11.916645776205463","32881.793241476218","True","py-multiprocessing-pipe-s4096-python.json"
"py-multiprocessing-queue","python","4096","1000","100","3","5","True","median_average_micros","completed","0",,"60.7772","61.5899","58.870113333333336","65.115986666666672","57.894633333333331","67.691266666666664","3.2629608857941","182331.6","46.489999999999995","800.14","43.889829924786291","16453.538497989375","True","py-multiprocessing-queue-s4096-python.json"
"py-socket-tcp-loopback","python","4096","1000","100","3","5","True","median_average_micros","completed","0",,"23.505466666666663","23.926373333333334","22.933346666666665","25.229240000000004","22.8708","25.689333333333337","1.0567338400099751","70516.4","20.35","49.16","4.0271209968578461","42543.294893102888","True","py-socket-tcp-loopback-s4096-python.json"
"py-shared-memory-events","python","4096","1000","100","3","5","True","median_average_micros","completed","0",,"51.111133333333342","51.739273333333337","49.087386666666667","55.044333333333327","48.357533333333336","57.130599999999994","2.9445735216118747","153333.40000000002","41.69","404.56","33.148876315729851","19565.208884691783","True","py-shared-memory-events-s4096-python.json"
"py-shared-memory-queue","python","4096","1000","100","3","5","True","median_average_micros","completed","0",,"40.671433333333333","40.664733333333331","40.231853333333333","41.060746666666667","39.983733333333333","41.1748","0.39452588987007808","122014.3","32.31","390.64","22.547519825446187","24587.281982521719","True","py-shared-memory-queue-s4096-python.json"
"copy-roundtrip","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"1.4720999999999995","1.4553133333333335","1.3806466666666677","1.5212266666666661","1.3746333333333345","1.5257999999999989","0.062539916497829362","4416.2999999999984","1.3","3.88","0.34066849966891072","679301.67787514464","False","copy-roundtrip-s16384-native.json"
"anon-pipe","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"26.351699999999997","26.086953333333334","25.591086666666666","26.417","25.448099999999997","26.4262","0.39306566632618084","79055.099999999991","24.98","36.709999999999994","1.5686081229336191","37948.215864631129","False","anon-pipe-s16384-native.json"
"named-pipe-byte-sync","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"12.195633333333332","12.288533333333334","12.160046666666668","12.501006666666665","12.159633333333336","12.651566666666666","0.18631552449183225","36586.899999999994","11.09","30.089999999999996","1.7629937291121851","81996.5616108498","True","named-pipe-byte-sync-s16384-native.json"
"named-pipe-message-sync","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"12.300299999999998","12.216093333333333","11.940506666666666","12.46083333333333","11.892933333333332","12.553433333333327","0.23589491765991275","36900.899999999994","10.87","29.18","1.9261388605186285","81298.830109834729","True","named-pipe-message-sync-s16384-native.json"
"named-pipe-overlapped","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"13.176700000000002","13.115273333333331","12.882519999999998","13.303599999999998","12.777733333333332","13.353533333333331","0.19649491189341259","39530.100000000006","11.72","27.27","2.1217493356504979","75891.535817010314","True","named-pipe-overlapped-s16384-native.json"
"tcp-loopback","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"24.307566666666663","24.349633333333333","24.099493333333331","24.596286666666668","23.976799999999997","24.6209","0.22922355221244067","72922.7","22.68","44.13","2.8096520116674","41139.453146962471","True","tcp-loopback-s16384-native.json"
"shm-events","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"10.644033333333336","10.684886666666666","10.41762","11.0109","10.4047","11.1771","0.27920611152177688","31932.1","9.56","27.85","1.8821429072558049","93949.34877443072","True","shm-events-s16384-native.json"
"shm-semaphores","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"10.82366666666667","10.774540000000002","10.339893333333334","11.163426666666668","10.1966","11.221933333333334","0.3675696278106898","32471.000000000007","10.05","26.160000000000004","1.86297457369182","92390.132733824","True","shm-semaphores-s16384-native.json"
"shm-mailbox-spin","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"2.3608333333333329","2.35114","2.28108","2.4089066666666663","2.2331333333333334","2.4270666666666663","0.064373487986558051","7082.4999999999991","2.12","6.03","0.31731296153097105","423579.24461701378","True","shm-mailbox-spin-s16384-native.json"
"shm-mailbox-hybrid","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"2.4234000000000004","2.4371333333333332","2.4082266666666658","2.4761599999999997","2.4078666666666662","2.4895333333333332","0.031481119562189852","7270.2000000000016","2.1","21.05","1.085975511796754","412643.39357926871","True","shm-mailbox-hybrid-s16384-native.json"
"shm-ring-spin","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"1.9535666666666669","1.9798200000000001","1.9366533333333333","2.0362066666666667","1.9363999999999997","2.0368333333333339","0.046325124452672124","5860.7000000000007","1.7200000000000002","6.1899999999999995","0.28460533882710087","511884.24590919167","True","shm-ring-spin-s16384-native.json"
"shm-ring-hybrid","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"1.9761666666666664","1.9694133333333332","1.94486","1.9868266666666667","1.9257666666666664","1.9908666666666668","0.022611871021901687","5928.4999999999991","1.75","18.52","0.98461886309147839","506030.19313485723","True","shm-ring-hybrid-s16384-native.json"
