"method","language","message_size","message_count","warmup_count","trials","launch_count","stable_affinity","representative_metric","status","exit_code","error","average_micros","mean_average_micros","p10_average_micros","p90_average_micros","min_average_micros","max_average_micros","launch_stddev_average_micros","total_micros","min_micros","max_micros","stddev_micros","message_rate","child_ready","output"
"py-multiprocessing-pipe","python","64","100000","10000","7","5","True","median_average_micros","completed","0",,"14.916057142857143","15.054001057142859","14.549798257142859","15.596877914285715","14.327862714285716","15.697621857142858","0.47819939372665787","10441240","13.397","107.772","2.5683829685827857","67041.845604545044","True","py-multiprocessing-pipe-s64-python.json"
"py-multiprocessing-queue","python","64","100000","10000","7","5","True","median_average_micros","completed","0",,"38.71653642857143","42.2839924","35.670607942857139","51.383241000000005","35.46390628571428","54.398487285714289","7.303102673700689","27101575.5","31.066","619.58400000000006","12.6726004609084","25828.75670825853","True","py-multiprocessing-queue-s64-python.json"
"py-socket-tcp-loopback","python","64","100000","10000","7","5","True","median_average_micros","completed","0",,"20.989369428571429","21.734666742857144","20.948753257142858","22.915443885714286","20.944375142857144","23.008682","0.94805472834160964","14692558.6","18.394","208.228","5.3642470772737356","47643.165432057562","True","py-socket-tcp-loopback-s64-python.json"
"py-shared-memory-events","python","64","100000","10000","7","5","True","median_average_micros","completed","0",,"53.361201571428573","55.159396971428578","44.93618405714286","65.655161142857139","42.054639428571434","66.03052","9.2371977313723068","37352841.1","38.683","2917.644","45.055812765540338","18740.2076893155","True","py-shared-memory-events-s64-python.json"
"py-shared-memory-queue","python","64","100000","10000","7","5","True","median_average_micros","completed","0",,"42.787156285714282","41.860849285714281","39.297227314285713","44.050082085714287","39.228371142857142","44.473995571428567","2.1486142644999715","29951009.4","31.581","1663.906","21.106800903260211","23371.499459380491","True","py-shared-memory-queue-s64-python.json"
"copy-roundtrip","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"0.051545142857142894","0.051524199999999923","0.05054211428571434","0.052553371428571187","0.050506857142857221","0.052818857142857022","0.00089141053827902143","36081.600000000028","0.048999999999999995","0.17900000000000002","0.0035845763020622332","19400470.045674235","False","copy-roundtrip-s1024-native.json"
"anon-pipe","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"16.718775285714283","16.934140914285713","15.852885828571427","18.125754257142862","15.842402857142854","18.146939000000007","1.0187962636000296","11703142.7","11.854","105.649","2.9128775582507109","59812.993649987715","False","anon-pipe-s1024-native.json"
"named-pipe-byte-sync","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"9.32359557142857","9.7897897428571419","9.1845575142857125","10.701165285714282","9.16970614285714","11.008201571428568","0.72518197294842157","6526516.8999999985","7.7470000000000008","27.936","0.60661165243185167","107254.75942611904","True","named-pipe-byte-sync-s1024-native.json"
"named-pipe-message-sync","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"9.8780532857142873","9.6020288571428587","8.8873375428571446","10.1116082","8.6094174285714349","10.121129285714288","0.5770517291939008","6914637.3000000007","7.718","116.732","4.04682498520218","101234.52172972252","True","named-pipe-message-sync-s1024-native.json"
"named-pipe-overlapped","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"9.4639941428571355","9.7786549999999988","9.3859153142857128","10.418832257142862","9.3637582857142831","10.801417857142861","0.53867121097825377","6624795.8999999957","8.668000000000001","52.276","0.94798252943213623","105663.63259583597","True","named-pipe-overlapped-s1024-native.json"
"tcp-loopback","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"21.078060142857144","20.733394628571435","19.30988745714286","21.899143114285728","18.562702714285717","22.304624142857151","1.2411238189282423","14754642.1","16.796000000000003","219.241","9.9057490440341152","47442.696017682458","True","tcp-loopback-s1024-native.json"
"shm-events","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"7.4089751428571491","8.4414409142857139","7.3915402571428555","10.202076228571427","7.3817501428571424","10.989873428571428","1.4205830101162773","5186282.6000000043","5.865","87.241","1.5699430842128761","134971.43406724487","True","shm-events-s1024-native.json"
"shm-semaphores","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"9.87860014285714","9.5037126","8.6821220285714311","10.021592685714287","8.1285310000000024","10.110116857142859","0.71382993097322189","6915020.0999999978","6.1359999999999992","219.07","8.9751355765286043","101228.917613703","True","shm-semaphores-s1024-native.json"
"shm-mailbox-spin","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"0.22613914285714279","0.22787451428571429","0.2251660857142857","0.23228434285714289","0.22489414285714285","0.23589114285714283","0.0040608760255262406","158297.39999999997","0.199","0.626","0.019065270100368327","4422056.2055978188","True","shm-mailbox-spin-s1024-native.json"
"shm-mailbox-hybrid","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"0.299104142857143","0.30019902857142855","0.29674862857142842","0.3050416","0.2964894285714284","0.30867971428571428","0.0043962043808685319","209372.90000000008","0.279","0.853","0.026135591776935391","3343317.1150612123","True","shm-mailbox-hybrid-s1024-native.json"
"shm-ring-spin","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"0.25620699999999996","0.25697171428571425","0.25481137142857135","0.25936114285714285","0.25412399999999985","0.25943542857142859","0.0020605204632791088","179344.89999999997","0.236","1.59","0.023159617123037969","3903093.9826000081","True","shm-ring-spin-s1024-native.json"
"shm-ring-hybrid","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"0.34568371428571448","0.34732388571428585","0.34430914285714281","0.35095308571428591","0.34348428571428574","0.35095542857142875","0.0030635190481483688","241978.60000000012","0.317","0.942","0.02418254468303406","2892817.7946314244","True","shm-ring-hybrid-s1024-native.json"
"shm-raw-sync-event","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"8.1391687142857112","8.1803014571428552","7.3918832857142842","9.0578836857142857","7.3609124285714289","9.3632452857142887","0.74819348992675183","5697418.0999999978","6.147","25.748","0.56461858147636967","122862.67002240896","True","shm-raw-sync-event-s1024-native.json"
"shm-raw-sync-busy","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"0.23788757142857136","0.23766911428571427","0.23670108571428569","0.23859488571428572","0.23666999999999991","0.23889385714285716","0.00085120559592299406","166521.29999999996","0.207","1.656","0.02467044072428809","4203666.4378671087","True","shm-raw-sync-busy-s1024-native.json"
"iceoryx2-publish-subscribe-loan","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"2.1438698571428563","2.1473128857142854","2.1388496857142858","2.1582119428571422","2.1381747142857148","2.1617442857142848","0.0088374835578864872","1500708.8999999994","2.041","11.31","0.16361167197267407","466446.22418111889","True","iceoryx2-publish-subscribe-loan-s1024-native.json"
"iceoryx2-request-response-loan","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"2.3087590000000011","2.3064794857142861","2.292973285714285","2.3201550571428577","2.2915549999999993","2.3268098571428584","0.012524998150670586","1616131.3000000007","2.175","10.759","0.19710351973120263","433133.12476529577","True","iceoryx2-request-response-loan-s1024-native.json"
"af-unix","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"9.7962707142857166","9.8358496","9.7728257714285736","9.9384916571428565","9.7654125714285769","10.02522","0.095746088550719685","6857389.5","8.749","34.79","0.80766196131290957","102079.66165550317","True","af-unix-s1024-native.json"
"udp-loopback","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"17.045805142857141","17.060309999999998","17.003809657142849","17.127188142857143","17.003345142857135","17.140154142857146","0.05512537556331322","11932063.6","15.958999999999998","36.318000000000005","0.86102795107068175","58665.46001313637","True","udp-loopback-s1024-native.json"
"mailslot","rust","1024","5000","200","5","5","True","median_average_micros","completed","0",,"8.5573799999999984","8.5671615999999986","8.5178287999999984","8.6220799999999986","8.4930959999999978","8.6495919999999984","0.050422530748069537","213934.49999999997","8.002","11.9","0.52117935939175475","116858.19725196264","True","mailslot-s1024-native.json"
"rpc","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"19.197883285714287","18.973076942857141","17.987922657142857","19.769498514285711","17.531080428571432","19.921022571428569","0.8297400234333171","13438518.3","12.569","397.323","15.862297795223354","52089.075921413154","True","rpc-s1024-native.json"
"alpc","rust","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"10.694274571428574","10.125046257142856","8.9943782857142853","10.974613485714281","8.9443105714285718","11.038734857142853","0.92030365993090657","7485992.200000002","7.218","239.1","7.9939627048906079","93507.978808740925","True","alpc-s1024-native.json"
"py-multiprocessing-pipe","python","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"27.018949428571432","27.540295685714291","26.7371118","28.864421314285714","26.627128142857146","30.015479428571432","1.2491194256257829","18913264.6","22.206","224.155","9.5267185643901282","37011.061538260292","True","py-multiprocessing-pipe-s1024-python.json"
"py-multiprocessing-queue","python","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"58.620112142857145","54.7577632","46.80122231428571","60.6641922","45.012660714285715","61.97700414285714","6.4080531904188494","41034078.5","42.398","2644.336","38.47640674103117","17058.991589149493","True","py-multiprocessing-queue-s1024-python.json"
"py-socket-tcp-loopback","python","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"19.992625857142858","22.210017885714286","19.661189085714287","26.124109999999998","19.538075142857146","27.273493142857141","3.1009774533222507","13994838.1","18.459","99.574","2.0337086279265368","50018.442156897843","True","py-socket-tcp-loopback-s1024-python.json"
"py-shared-memory-events","python","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"52.144630428571425","49.342111485714284","42.610593742857141","54.818564542857146","41.616704714285717","56.397232714285714","5.5576612890513051","36501241.3","38.32","2467.556","41.032390273636111","19177.430001538058","True","py-shared-memory-events-s1024-python.json"
"py-shared-memory-queue","python","1024","100000","10000","7","5","True","median_average_micros","completed","0",,"41.543650857142858","40.953115000000004","38.406172685714282","42.941196885714284","36.510836","43.782163571428569","2.3959022567091339","29080555.6","32.067","1321.624","21.159775612321923","24071.066922806662","True","py-shared-memory-queue-s1024-python.json"
"copy-roundtrip","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"0.15231571428571444","0.15382445714285689","0.14684079999999966","0.16190831428571403","0.14373714285714251","0.16639528571428577","0.0073390465217332435","106621.00000000012","0.142","0.909","0.029187629237226408","6565310.7736749724","False","copy-roundtrip-s4096-native.json"
"anon-pipe","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"18.626376571428583","18.337030714285717","17.528873","18.88651628571429","16.905016428571425","19.054376000000008","0.74214308519071281","13038463.600000007","15.547","37.917","2.99686221944135","53687.307145605679","False","anon-pipe-s4096-native.json"
"named-pipe-byte-sync","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"10.234607571428567","10.422361257142857","10.1313766","10.813866857142859","10.108840714285714","10.862979142857144","0.31459597728848043","7164225.299999997","8.9590000000000014","30.333","0.88404575102865257","97707.703301849018","True","named-pipe-byte-sync-s4096-native.json"
"named-pipe-message-sync","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"11.572893571428573","11.187663028571427","10.462046857142854","11.639140228571428","10.091866857142852","11.683225428571433","0.5953597048779885","8101025.5000000009","8.885","153.856","6.4893157520784088","86408.81330394528","True","named-pipe-message-sync-s4096-native.json"
"named-pipe-overlapped","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"11.560835285714289","11.467764114285716","11.214898199999997","11.623370600000001","10.987741571428566","11.647631857142862","0.24222690872729249","8092584.7000000011","9.839","32.78","0.85430755735782393","86498.940196449214","True","named-pipe-overlapped-s4096-native.json"
"tcp-loopback","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"20.570689714285709","21.30859017142857","20.487491171428573","22.856752199999988","20.432147857142866","24.3445467142857","1.5193196693021334","14399482.799999995","18.845","42.36","1.5234237591564146","48612.857122896115","True","tcp-loopback-s4096-native.json"
"shm-events","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"9.7583654285714232","9.8715832","8.6501968","11.13890777142857","8.5729371428571426","11.173484571428569","1.1039666605035052","6830855.799999998","6.875","162.52800000000002","7.365654242120109","102476.17875347334","True","shm-events-s4096-native.json"
"shm-semaphores","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"8.8175682857142856","8.826625571428572","8.7433286857142871","8.9199283428571441","8.7268251428571446","8.95834085714286","0.080114343159853288","6172297.8","6.834","46.276","0.94227668669139963","113409.95244915113","True","shm-semaphores-s4096-native.json"
"shm-mailbox-spin","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"0.66199199999999991","0.66234248571428567","0.65972748571428563","0.66523525714285714","0.6584334285714285","0.66693942857142863","0.0027240724638987975","463394.4","0.595","1.211","0.053319603708893742","1510592.2730184051","True","shm-mailbox-spin-s4096-native.json"
"shm-mailbox-hybrid","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"0.65148628571428546","0.65258771428571416","0.64959171428571438","0.656344514285714","0.64880171428571431","0.657974857142857","0.0031485692079327682","456040.39999999979","0.581","8.741","0.144513851819944","1534951.7279609444","True","shm-mailbox-hybrid-s4096-native.json"
"shm-ring-spin","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"0.6543845714285712","0.6692018","0.6521852857142858","0.6964706","0.65133785714285719","0.70869271428571434","0.022027097890793837","458069.19999999984","0.56700000000000006","5.5829999999999993","0.093251673852241923","1528153.3881780312","True","shm-ring-spin-s4096-native.json"
"shm-ring-hybrid","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"0.66754228571428564","0.66981242857142864","0.66678537142857131","0.67467611428571439","0.66652457142857124","0.67774314285714277","0.0041443158495974505","467279.6","0.561","9.924","0.193414606396915","1498032.4413905509","True","shm-ring-hybrid-s4096-native.json"
"shm-raw-sync-event","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"10.056577428571419","9.5891659142857115","8.4584628571428571","10.500923857142856","8.3588940000000012","10.659535285714284","0.92680546995440571","7039604.1999999937","6.71","382.815","8.1630640279075983","99437.40871113188","True","shm-raw-sync-event-s4096-native.json"
"shm-raw-sync-busy","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"0.6833165714285715","0.68444537142857143","0.68202417142857164","0.68786288571428567","0.68158142857142878","0.6900332857142859","0.0029602267020191158","478321.6","0.624","3.228","0.080033801417824429","1463450.5320269878","True","shm-raw-sync-busy-s4096-native.json"
"iceoryx2-publish-subscribe-loan","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"2.5319267142857127","2.5422093428571424","2.5253727714285712","2.5636187714285712","2.5219175714285713","2.564800142857143","0.017602667001454166","1772348.6999999988","2.372","11.005999999999998","0.272919865643147","394956.13927439926","True","iceoryx2-publish-subscribe-loan-s4096-native.json"
"iceoryx2-request-response-loan","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"2.7350474285714279","2.7291035714285714","2.7081965999999995","2.748421285714286","2.7050212857142859","2.7571272857142852","0.018441337944068718","1914533.1999999995","2.551","11.714","0.29201524852270189","365624.37256246078","True","iceoryx2-request-response-loan-s4096-native.json"
"af-unix","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"10.642622285714284","10.838368085714285","10.405326257142859","11.455889571428569","10.394747857142857","11.812894999999994","0.52260473734427615","7449835.6","9.706","28.831999999999997","0.92902450446871876","93961.8050094958","True","af-unix-s4096-native.json"
"udp-loopback","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"21.415784142857134","21.05417542857143","19.177238457142863","22.782015371428567","18.666914571428578","23.419168571428568","1.6281551242873862","14991048.899999997","16.628999999999998","207.81","9.4346063565762321","46694.531161191808","True","udp-loopback-s4096-native.json"
"mailslot","rust","4096","5000","200","5","5","True","median_average_micros","completed","0",,"9.287024","9.3324352","9.1889784","9.5319544","9.159284","9.695076","0.18728363323942657","232175.60000000003","8.588","14.234000000000002","0.67841406353347344","107677.12024863936","True","mailslot-s4096-native.json"
"rpc","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"35.856088571428586","36.645482542857152","35.517743200000019","38.32086822857142","35.511801714285731","38.93860714285713","1.3400923156538873","25099262.000000011","30.615","231.019","8.2690098726431174","27889.266226234049","True","rpc-s4096-native.json"
"alpc","rust","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"11.174034571428574","11.246168514285717","9.84819748571429","12.737284428571428","9.71003971428572","13.103753857142856","1.2743329838456581","7821824.200000002","8.327","124.43900000000002","6.0452893505797878","89493.190092408346","True","alpc-s4096-native.json"
"py-multiprocessing-pipe","python","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"29.679706428571428","30.577588342857144","28.111581942857143","33.762769057142854","27.663891714285715","35.291392714285713","2.6657831701127108","20775794.5","24.781999999999996","215.392","8.2647356005302814","33693.055637414975","True","py-multiprocessing-pipe-s4096-python.json"
"py-multiprocessing-queue","python","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"53.898458428571423","56.42384597142857","51.00376731428571","64.149668028571426","49.575775714285712","69.749858142857136","6.9578305766112676","37728920.9","46.46","286.307","13.08441567755813","18553.406333972303","True","py-multiprocessing-queue-s4096-python.json"
"py-socket-tcp-loopback","python","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"23.204650714285716","22.574987057142856","21.303337285714285","23.423236914285717","20.858664714285716","23.433637142857144","1.0137469629333347","16243255.5","19.536","210.358","6.5821116646932616","43094.809411820184","True","py-socket-tcp-loopback-s4096-python.json"
"py-shared-memory-events","python","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"42.548635","43.092314342857144","40.658048628571429","45.829516514285714","40.575269714285717","46.036682571428571","2.3032424738241821","29784044.5","38.514","72.184","1.638607168753172","23502.516590720243","True","py-shared-memory-events-s4096-python.json"
"py-shared-memory-queue","python","4096","100000","10000","7","5","True","median_average_micros","completed","0",,"35.534211857142857","37.934723399999996","34.546278171428575","43.686065371428569","34.119424","48.763483428571426","5.451804062358379","24873948.3","31.971","147.793","5.0981642323386183","28141.893339868358","True","py-shared-memory-queue-s4096-python.json"
"copy-roundtrip","rust","16384","100000","10000","7","5","True","median_average_micros","completed","0",,"1.200167571428572","1.1995634571428573","1.1902486571428572","1.2088178857142857","1.1901201428571428","1.2099131428571424","0.0082195391972731385","840117.3000000004","1.119","2.4869999999999997","0.064794772672599615","833216.98053355131","False","copy-roundtrip-s16384-native.json"
"anon-pipe","rust","16384","100000","10000","7","5","True","median_average_micros","completed","0",,"19.186646142857143","19.06802765714286","18.4253636","19.623858771428576","18.240292857142855","19.698834714285724","0.53422365415701345","13430652.3","15.873","177.265","3.9597355212635872","52119.583201480091","False","anon-pipe-s16384-native.json"
"named-pipe-byte-sync","rust","16384","100000","10000","7","5","True","median_average_micros","completed","0",,"11.324633857142857","11.540384942857145","11.243638257142859","11.954472400000002","11.205962428571429","12.030009142857148","0.33054521351311367","7927243.6999999983","10.284","30.704","1.0029306939033975","88303.075632707012","True","named-pipe-byte-sync-s16384-native.json"
"named-pipe-message-sync","rust","16384","100000","10000","7","5","True","median_average_micros","completed","0",,"12.515583857142859","12.536798057142855","11.838474857142856","13.26876911428571","11.774391142857141","13.425015857142856","0.62942734094707153","8760908.700000003","10.462","156.793","6.4618173942369186","79900.387502040714","True","named-pipe-message-sync-s16384-native.json"
"named-pipe-overlapped","rust","16384","100000","10000","7","5","True","median_average_micros","completed","0",,"15.270682714285714","14.888401857142856","13.462340171428572","16.009064657142858","12.797723714285716","16.216647285714295","1.1933496292657875","10689477.9","11.195","281.56899999999996","10.463849431121746","65484.956940693992","True","named-pipe-overlapped-s16384-native.json"
"tcp-loopback","rust","16384","100000","10000","7","5","True","median_average_micros","completed","0",,"24.513364571428575","25.655890428571428","23.025696542857141","29.033123114285718","22.845674428571435","29.916248714285729","2.7253120432576714","17159355.200000003","21.197999999999997","199.164","6.2577297525267968","40794.073660763184","True","tcp-loopback-s16384-native.json"
"shm-events","rust","16384","100000","10000","7","5","True","median_average_micros","completed","0",,"12.721046571428571","12.457505514285716","10.449833857142854","14.255808628571433","9.8778347142857115","14.51741571428572","1.6891220745797153","8904732.6000000015","8.8579999999999988","328.17899999999992","8.516133624386276","78609.884366432292","True","shm-events-s16384-native.json"
"shm-semaphores","rust","16384","100000","10000","7","5","True","median_average_micros","completed","0",,"12.738765428571435","12.93108388571429","12.347301200000002","13.73347345714286","12.259926285714286","14.310638999999997","0.72105218113681835","8917135.8000000063","8.916","488.996","12.050459517562178","78500.5427415381","True","shm-semaphores-s16384-native.json"
"shm-mailbox-spin","rust","16384","100000","10000","7","5","True","median_average_micros","completed","0",,"2.2706130000000004","2.2859959142857145","2.2601685999999996","2.3229115142857144","2.2597292857142857","2.3369381428571439","0.029688928751799057","1589429.1000000003","2.134","11.423","0.21780002718047664","440409.70433975314","True","shm-mailbox-spin-s16384-native.json"
"shm-mailbox-hybrid","rust","16384","100000","10000","7","5","True","median_average_micros","completed","0",,"2.4369154285714276","2.3980719428571424","2.3122890285714286","2.4438816857142855","2.2299291428571428","2.4440358571428571","0.084138554690613029","1705840.7999999991","2.248","11.794","0.34818742153343518","410354.82326369511","True","shm-mailbox-hybrid-s16384-native.json"
